"","layer","NUMPOINTS","Lines.NR","Lines.ID","Line.NR","coords.x1","coords.x2"
"11300.3",4.80447,"3",11301,"11300",1,169.014304769383,-46.478269943824
"11300.4",4.80447,"3",11301,"11300",1,169.014304769383,-46.428462248582
"11301",5.06914,"4",11302,"11301",1,169.064099033183,-46.428462248582
"11301.1",5.06914,"4",11302,"11301",1,169.113893296984,-46.428462248582
"11301.2",5.06914,"4",11302,"11301",1,169.113893296984,-46.478269943824
"11301.3",5.06914,"4",11302,"11301",1,169.064099033183,-46.478269943824
"11301.4",5.06914,"4",11302,"11301",1,169.064099033183,-46.428462248582
"11302",5.24794,"2",11303,"11302",1,169.113893296983,-46.428462248582
"11302.1",5.24794,"2",11303,"11302",1,169.163687560784,-46.428462248582
"11302.2",5.24794,"2",11303,"11302",1,169.163687560784,-46.478269943824
"11302.3",5.24794,"2",11303,"11302",1,169.113893296983,-46.478269943824
"11302.4",5.24794,"2",11303,"11302",1,169.113893296983,-46.428462248582
"11303",5.38434,"0",11304,"11303",1,169.163687560784,-46.428462248582
"11303.1",5.38434,"0",11304,"11303",1,169.213481824584,-46.428462248582
"11303.2",5.38434,"0",11304,"11303",1,169.213481824584,-46.478269943824
"11303.3",5.38434,"0",11304,"11303",1,169.163687560784,-46.478269943824
"11303.4",5.38434,"0",11304,"11303",1,169.163687560784,-46.428462248582
"11304",5.49869,"3",11305,"11304",1,169.213481824584,-46.428462248582
"11304.1",5.49869,"3",11305,"11304",1,169.263276088385,-46.428462248582
"11304.2",5.49869,"3",11305,"11304",1,169.263276088385,-46.478269943824
"11304.3",5.49869,"3",11305,"11304",1,169.213481824584,-46.478269943824
"11304.4",5.49869,"3",11305,"11304",1,169.213481824584,-46.428462248582
"11305",5.62254,"1",11306,"11305",1,169.263276088385,-46.428462248582
"11305.1",5.62254,"1",11306,"11305",1,169.313070352185,-46.428462248582
"11305.2",5.62254,"1",11306,"11305",1,169.313070352185,-46.478269943824
"11305.3",5.62254,"1",11306,"11305",1,169.263276088385,-46.478269943824
"11305.4",5.62254,"1",11306,"11305",1,169.263276088385,-46.428462248582
"11306",5.58772,"0",11307,"11306",1,169.313070352185,-46.428462248582
"11306.1",5.58772,"0",11307,"11306",1,169.362864615986,-46.428462248582
"11306.2",5.58772,"0",11307,"11306",1,169.362864615986,-46.478269943824
"11306.3",5.58772,"0",11307,"11306",1,169.313070352185,-46.478269943824
"11306.4",5.58772,"0",11307,"11306",1,169.313070352185,-46.428462248582
"11307",5.338,"0",11308,"11307",1,169.362864615986,-46.428462248582
"11307.1",5.338,"0",11308,"11307",1,169.412658879786,-46.428462248582
"11307.2",5.338,"0",11308,"11307",1,169.412658879786,-46.478269943824
"11307.3",5.338,"0",11308,"11307",1,169.362864615986,-46.478269943824
"11307.4",5.338,"0",11308,"11307",1,169.362864615986,-46.428462248582
"11308",4.86983,"0",11309,"11308",1,169.412658879786,-46.428462248582
"11308.1",4.86983,"0",11309,"11308",1,169.462453143587,-46.428462248582
"11308.2",4.86983,"0",11309,"11308",1,169.462453143587,-46.478269943824
"11308.3",4.86983,"0",11309,"11308",1,169.412658879786,-46.478269943824
"11308.4",4.86983,"0",11309,"11308",1,169.412658879786,-46.428462248582
"11309",4.52135,"0",11310,"11309",1,169.462453143587,-46.428462248582
"11309.1",4.52135,"0",11310,"11309",1,169.512247407387,-46.428462248582
"11309.2",4.52135,"0",11310,"11309",1,169.512247407387,-46.478269943824
"11309.3",4.52135,"0",11310,"11309",1,169.462453143587,-46.478269943824
"11309.4",4.52135,"0",11310,"11309",1,169.462453143587,-46.428462248582
"11310",4.0949,"9",11311,"11310",1,169.512247407387,-46.428462248582
"11310.1",4.0949,"9",11311,"11310",1,169.562041671188,-46.428462248582
"11310.2",4.0949,"9",11311,"11310",1,169.562041671188,-46.478269943824
"11310.3",4.0949,"9",11311,"11310",1,169.512247407387,-46.478269943824
"11310.4",4.0949,"9",11311,"11310",1,169.512247407387,-46.428462248582
"11311",3.66142,"13",11312,"11311",1,169.562041671188,-46.428462248582
"11311.1",3.66142,"13",11312,"11311",1,169.611835934988,-46.428462248582
"11311.2",3.66142,"13",11312,"11311",1,169.611835934988,-46.478269943824
"11311.3",3.66142,"13",11312,"11311",1,169.562041671188,-46.478269943824
"11311.4",3.66142,"13",11312,"11311",1,169.562041671188,-46.428462248582
"11312",3.38222,"120",11313,"11312",1,169.611835934988,-46.428462248582
"11312.1",3.38222,"120",11313,"11312",1,169.661630198789,-46.428462248582
"11312.2",3.38222,"120",11313,"11312",1,169.661630198789,-46.478269943824
"11312.3",3.38222,"120",11313,"11312",1,169.611835934988,-46.478269943824
"11312.4",3.38222,"120",11313,"11312",1,169.611835934988,-46.428462248582
"11313",3.18773,"178",11314,"11313",1,169.661630198789,-46.428462248582
"11313.1",3.18773,"178",11314,"11313",1,169.711424462589,-46.428462248582
"11313.2",3.18773,"178",11314,"11313",1,169.711424462589,-46.478269943824
"11313.3",3.18773,"178",11314,"11313",1,169.661630198789,-46.478269943824
"11313.4",3.18773,"178",11314,"11313",1,169.661630198789,-46.428462248582
"11314",3.04245,"20",11315,"11314",1,169.711424462589,-46.428462248582
"11314.1",3.04245,"20",11315,"11314",1,169.76121872639,-46.428462248582
"11314.2",3.04245,"20",11315,"11314",1,169.76121872639,-46.478269943824
"11314.3",3.04245,"20",11315,"11314",1,169.711424462589,-46.478269943824
"11314.4",3.04245,"20",11315,"11314",1,169.711424462589,-46.428462248582
"11315",4.52938,"3",11316,"11315",1,168.267390812375,-46.478269943824
"11315.1",4.52938,"3",11316,"11315",1,168.317185076176,-46.478269943824
"11315.2",4.52938,"3",11316,"11315",1,168.317185076176,-46.528077639066
"11315.3",4.52938,"3",11316,"11315",1,168.267390812375,-46.528077639066
"11315.4",4.52938,"3",11316,"11315",1,168.267390812375,-46.478269943824
"11316",4.48276,"6",11317,"11316",1,168.317185076176,-46.478269943824
"11316.1",4.48276,"6",11317,"11316",1,168.366979339976,-46.478269943824
"11316.2",4.48276,"6",11317,"11316",1,168.366979339976,-46.528077639066
"11316.3",4.48276,"6",11317,"11316",1,168.317185076176,-46.528077639066
"11316.4",4.48276,"6",11317,"11316",1,168.317185076176,-46.478269943824
"11317",4.48201,"17",11318,"11317",1,168.366979339976,-46.478269943824
"11317.1",4.48201,"17",11318,"11317",1,168.416773603777,-46.478269943824
"11317.2",4.48201,"17",11318,"11317",1,168.416773603777,-46.528077639066
"11317.3",4.48201,"17",11318,"11317",1,168.366979339976,-46.528077639066
"11317.4",4.48201,"17",11318,"11317",1,168.366979339976,-46.478269943824
"11318",4.49342,"7",11319,"11318",1,168.416773603777,-46.478269943824
"11318.1",4.49342,"7",11319,"11318",1,168.466567867577,-46.478269943824
"11318.2",4.49342,"7",11319,"11318",1,168.466567867577,-46.528077639066
"11318.3",4.49342,"7",11319,"11318",1,168.416773603777,-46.528077639066
"11318.4",4.49342,"7",11319,"11318",1,168.416773603777,-46.478269943824
"11319",4.51254,"0",11320,"11319",1,168.466567867577,-46.478269943824
"11319.1",4.51254,"0",11320,"11319",1,168.516362131378,-46.478269943824
"11319.2",4.51254,"0",11320,"11319",1,168.516362131378,-46.528077639066
"11319.3",4.51254,"0",11320,"11319",1,168.466567867577,-46.528077639066
"11319.4",4.51254,"0",11320,"11319",1,168.466567867577,-46.478269943824
"11320",4.51395,"6",11321,"11320",1,168.516362131378,-46.478269943824
"11320.1",4.51395,"6",11321,"11320",1,168.566156395178,-46.478269943824
"11320.2",4.51395,"6",11321,"11320",1,168.566156395178,-46.528077639066
"11320.3",4.51395,"6",11321,"11320",1,168.516362131378,-46.528077639066
"11320.4",4.51395,"6",11321,"11320",1,168.516362131378,-46.478269943824
"11321",4.44521,"8",11322,"11321",1,168.566156395178,-46.478269943824
"11321.1",4.44521,"8",11322,"11321",1,168.615950658979,-46.478269943824
"11321.2",4.44521,"8",11322,"11321",1,168.615950658979,-46.528077639066
"11321.3",4.44521,"8",11322,"11321",1,168.566156395178,-46.528077639066
"11321.4",4.44521,"8",11322,"11321",1,168.566156395178,-46.478269943824
"11322",4.3781,"12",11323,"11322",1,168.615950658979,-46.478269943824
"11322.1",4.3781,"12",11323,"11322",1,168.665744922779,-46.478269943824
"11322.2",4.3781,"12",11323,"11322",1,168.665744922779,-46.528077639066
"11322.3",4.3781,"12",11323,"11322",1,168.615950658979,-46.528077639066
"11322.4",4.3781,"12",11323,"11322",1,168.615950658979,-46.478269943824
"11323",4.32772,"9",11324,"11323",1,168.665744922779,-46.478269943824
"11323.1",4.32772,"9",11324,"11323",1,168.71553918658,-46.478269943824
"11323.2",4.32772,"9",11324,"11323",1,168.71553918658,-46.528077639066
"11323.3",4.32772,"9",11324,"11323",1,168.665744922779,-46.528077639066
"11323.4",4.32772,"9",11324,"11323",1,168.665744922779,-46.478269943824
"11324",4.34644,"6",11325,"11324",1,168.71553918658,-46.478269943824
"11324.1",4.34644,"6",11325,"11324",1,168.76533345038,-46.478269943824
"11324.2",4.34644,"6",11325,"11324",1,168.76533345038,-46.528077639066
"11324.3",4.34644,"6",11325,"11324",1,168.71553918658,-46.528077639066
"11324.4",4.34644,"6",11325,"11324",1,168.71553918658,-46.478269943824
"11325",4.24122,"19",11326,"11325",1,168.76533345038,-46.478269943824
"11325.1",4.24122,"19",11326,"11325",1,168.815127714181,-46.478269943824
"11325.2",4.24122,"19",11326,"11325",1,168.815127714181,-46.528077639066
"11325.3",4.24122,"19",11326,"11325",1,168.76533345038,-46.528077639066
"11325.4",4.24122,"19",11326,"11325",1,168.76533345038,-46.478269943824
"11326",4.2496,"18",11327,"11326",1,168.815127714181,-46.478269943824
"11326.1",4.2496,"18",11327,"11326",1,168.864921977981,-46.478269943824
"11326.2",4.2496,"18",11327,"11326",1,168.864921977981,-46.528077639066
"11326.3",4.2496,"18",11327,"11326",1,168.815127714181,-46.528077639066
"11326.4",4.2496,"18",11327,"11326",1,168.815127714181,-46.478269943824
"11327",4.35667,"9",11328,"11327",1,168.864921977981,-46.478269943824
"11327.1",4.35667,"9",11328,"11327",1,168.914716241782,-46.478269943824
"11327.2",4.35667,"9",11328,"11327",1,168.914716241782,-46.528077639066
"11327.3",4.35667,"9",11328,"11327",1,168.864921977981,-46.528077639066
"11327.4",4.35667,"9",11328,"11327",1,168.864921977981,-46.478269943824
"11328",4.54337,"4",11329,"11328",1,168.914716241782,-46.478269943824
"11328.1",4.54337,"4",11329,"11328",1,168.964510505582,-46.478269943824
"11328.2",4.54337,"4",11329,"11328",1,168.964510505582,-46.528077639066
"11328.3",4.54337,"4",11329,"11328",1,168.914716241782,-46.528077639066
"11328.4",4.54337,"4",11329,"11328",1,168.914716241782,-46.478269943824
"11329",4.80322,"3",11330,"11329",1,168.964510505582,-46.478269943824
"11329.1",4.80322,"3",11330,"11329",1,169.014304769383,-46.478269943824
"11329.2",4.80322,"3",11330,"11329",1,169.014304769383,-46.528077639066
"11329.3",4.80322,"3",11330,"11329",1,168.964510505582,-46.528077639066
"11329.4",4.80322,"3",11330,"11329",1,168.964510505582,-46.478269943824
"11330",5.11508,"5",11331,"11330",1,169.014304769383,-46.478269943824
"11330.1",5.11508,"5",11331,"11330",1,169.064099033183,-46.478269943824
"11330.2",5.11508,"5",11331,"11330",1,169.064099033183,-46.528077639066
"11330.3",5.11508,"5",11331,"11330",1,169.014304769383,-46.528077639066
"11330.4",5.11508,"5",11331,"11330",1,169.014304769383,-46.478269943824
"11331",5.40805,"1",11332,"11331",1,169.064099033183,-46.478269943824
"11331.1",5.40805,"1",11332,"11331",1,169.113893296984,-46.478269943824
"11331.2",5.40805,"1",11332,"11331",1,169.113893296984,-46.528077639066
"11331.3",5.40805,"1",11332,"11331",1,169.064099033183,-46.528077639066
"11331.4",5.40805,"1",11332,"11331",1,169.064099033183,-46.478269943824
"11332",5.4719,"1",11333,"11332",1,169.113893296983,-46.478269943824
"11332.1",5.4719,"1",11333,"11332",1,169.163687560784,-46.478269943824
"11332.2",5.4719,"1",11333,"11332",1,169.163687560784,-46.528077639066
"11332.3",5.4719,"1",11333,"11332",1,169.113893296983,-46.528077639066
"11332.4",5.4719,"1",11333,"11332",1,169.113893296983,-46.478269943824
"11333",5.56271,"4",11334,"11333",1,169.163687560784,-46.478269943824
"11333.1",5.56271,"4",11334,"11333",1,169.213481824584,-46.478269943824
"11333.2",5.56271,"4",11334,"11333",1,169.213481824584,-46.528077639066
"11333.3",5.56271,"4",11334,"11333",1,169.163687560784,-46.528077639066
"11333.4",5.56271,"4",11334,"11333",1,169.163687560784,-46.478269943824
"11334",5.64034,"0",11335,"11334",1,169.213481824584,-46.478269943824
"11334.1",5.64034,"0",11335,"11334",1,169.263276088385,-46.478269943824
"11334.2",5.64034,"0",11335,"11334",1,169.263276088385,-46.528077639066
"11334.3",5.64034,"0",11335,"11334",1,169.213481824584,-46.528077639066
"11334.4",5.64034,"0",11335,"11334",1,169.213481824584,-46.478269943824
"11335",5.64191,"0",11336,"11335",1,169.263276088385,-46.478269943824
"11335.1",5.64191,"0",11336,"11335",1,169.313070352185,-46.478269943824
"11335.2",5.64191,"0",11336,"11335",1,169.313070352185,-46.528077639066
"11335.3",5.64191,"0",11336,"11335",1,169.263276088385,-46.528077639066
"11335.4",5.64191,"0",11336,"11335",1,169.263276088385,-46.478269943824
"11336",5.49779,"4",11337,"11336",1,169.313070352185,-46.478269943824
"11336.1",5.49779,"4",11337,"11336",1,169.362864615986,-46.478269943824
"11336.2",5.49779,"4",11337,"11336",1,169.362864615986,-46.528077639066
"11336.3",5.49779,"4",11337,"11336",1,169.313070352185,-46.528077639066
"11336.4",5.49779,"4",11337,"11336",1,169.313070352185,-46.478269943824
"11337",5.23363,"23",11338,"11337",1,169.362864615986,-46.478269943824
"11337.1",5.23363,"23",11338,"11337",1,169.412658879786,-46.478269943824
"11337.2",5.23363,"23",11338,"11337",1,169.412658879786,-46.528077639066
"11337.3",5.23363,"23",11338,"11337",1,169.362864615986,-46.528077639066
"11337.4",5.23363,"23",11338,"11337",1,169.362864615986,-46.478269943824
"11338",5.10656,"3",11339,"11338",1,169.412658879786,-46.478269943824
"11338.1",5.10656,"3",11339,"11338",1,169.462453143587,-46.478269943824
"11338.2",5.10656,"3",11339,"11338",1,169.462453143587,-46.528077639066
"11338.3",5.10656,"3",11339,"11338",1,169.412658879786,-46.528077639066
"11338.4",5.10656,"3",11339,"11338",1,169.412658879786,-46.478269943824
"11339",4.81054,"4",11340,"11339",1,169.462453143587,-46.478269943824
"11339.1",4.81054,"4",11340,"11339",1,169.512247407387,-46.478269943824
"11339.2",4.81054,"4",11340,"11339",1,169.512247407387,-46.528077639066
"11339.3",4.81054,"4",11340,"11339",1,169.462453143587,-46.528077639066
"11339.4",4.81054,"4",11340,"11339",1,169.462453143587,-46.478269943824
"11340",4.4503,"5",11341,"11340",1,169.512247407387,-46.478269943824
"11340.1",4.4503,"5",11341,"11340",1,169.562041671188,-46.478269943824
"11340.2",4.4503,"5",11341,"11340",1,169.562041671188,-46.528077639066
"11340.3",4.4503,"5",11341,"11340",1,169.512247407387,-46.528077639066
"11340.4",4.4503,"5",11341,"11340",1,169.512247407387,-46.478269943824
"11341",4.12668,"10",11342,"11341",1,169.562041671188,-46.478269943824
"11341.1",4.12668,"10",11342,"11341",1,169.611835934988,-46.478269943824
"11341.2",4.12668,"10",11342,"11341",1,169.611835934988,-46.528077639066
"11341.3",4.12668,"10",11342,"11341",1,169.562041671188,-46.528077639066
"11341.4",4.12668,"10",11342,"11341",1,169.562041671188,-46.478269943824
"11342",3.81086,"3",11343,"11342",1,169.611835934988,-46.478269943824
"11342.1",3.81086,"3",11343,"11342",1,169.661630198789,-46.478269943824
"11342.2",3.81086,"3",11343,"11342",1,169.661630198789,-46.528077639066
"11342.3",3.81086,"3",11343,"11342",1,169.611835934988,-46.528077639066
"11342.4",3.81086,"3",11343,"11342",1,169.611835934988,-46.478269943824
"11343",3.49016,"33",11344,"11343",1,169.661630198789,-46.478269943824
"11343.1",3.49016,"33",11344,"11343",1,169.711424462589,-46.478269943824
"11343.2",3.49016,"33",11344,"11343",1,169.711424462589,-46.528077639066
"11343.3",3.49016,"33",11344,"11343",1,169.661630198789,-46.528077639066
"11343.4",3.49016,"33",11344,"11343",1,169.661630198789,-46.478269943824
"11344",4.54913,"3",11345,"11344",1,168.516362131378,-46.528077639066
"11344.1",4.54913,"3",11345,"11344",1,168.566156395178,-46.528077639066
"11344.2",4.54913,"3",11345,"11344",1,168.566156395178,-46.577885334308
"11344.3",4.54913,"3",11345,"11344",1,168.516362131378,-46.577885334308
"11344.4",4.54913,"3",11345,"11344",1,168.516362131378,-46.528077639066
"11345",4.50468,"2",11346,"11345",1,168.566156395178,-46.528077639066
"11345.1",4.50468,"2",11346,"11345",1,168.615950658979,-46.528077639066
"11345.2",4.50468,"2",11346,"11345",1,168.615950658979,-46.577885334308
"11345.3",4.50468,"2",11346,"11345",1,168.566156395178,-46.577885334308
"11345.4",4.50468,"2",11346,"11345",1,168.566156395178,-46.528077639066
"11346",4.46513,"3",11347,"11346",1,168.615950658979,-46.528077639066
"11346.1",4.46513,"3",11347,"11346",1,168.665744922779,-46.528077639066
"11346.2",4.46513,"3",11347,"11346",1,168.665744922779,-46.577885334308
"11346.3",4.46513,"3",11347,"11346",1,168.615950658979,-46.577885334308
"11346.4",4.46513,"3",11347,"11346",1,168.615950658979,-46.528077639066
"11347",4.44291,"2",11348,"11347",1,168.665744922779,-46.528077639066
"11347.1",4.44291,"2",11348,"11347",1,168.71553918658,-46.528077639066
"11347.2",4.44291,"2",11348,"11347",1,168.71553918658,-46.577885334308
"11347.3",4.44291,"2",11348,"11347",1,168.665744922779,-46.577885334308
"11347.4",4.44291,"2",11348,"11347",1,168.665744922779,-46.528077639066
"11348",4.3769,"45",11349,"11348",1,168.76533345038,-46.528077639066
"11348.1",4.3769,"45",11349,"11348",1,168.815127714181,-46.528077639066
"11348.2",4.3769,"45",11349,"11348",1,168.815127714181,-46.577885334308
"11348.3",4.3769,"45",11349,"11348",1,168.76533345038,-46.577885334308
"11348.4",4.3769,"45",11349,"11348",1,168.76533345038,-46.528077639066
"11349",4.34584,"13",11350,"11349",1,168.815127714181,-46.528077639066
"11349.1",4.34584,"13",11350,"11349",1,168.864921977981,-46.528077639066
"11349.2",4.34584,"13",11350,"11349",1,168.864921977981,-46.577885334308
"11349.3",4.34584,"13",11350,"11349",1,168.815127714181,-46.577885334308
"11349.4",4.34584,"13",11350,"11349",1,168.815127714181,-46.528077639066
"11350",4.45811,"6",11351,"11350",1,168.864921977981,-46.528077639066
"11350.1",4.45811,"6",11351,"11350",1,168.914716241782,-46.528077639066
"11350.2",4.45811,"6",11351,"11350",1,168.914716241782,-46.577885334308
"11350.3",4.45811,"6",11351,"11350",1,168.864921977981,-46.577885334308
"11350.4",4.45811,"6",11351,"11350",1,168.864921977981,-46.528077639066
"11351",4.69164,"59",11352,"11351",1,168.914716241782,-46.528077639066
"11351.1",4.69164,"59",11352,"11351",1,168.964510505582,-46.528077639066
"11351.2",4.69164,"59",11352,"11351",1,168.964510505582,-46.577885334308
"11351.3",4.69164,"59",11352,"11351",1,168.914716241782,-46.577885334308
"11351.4",4.69164,"59",11352,"11351",1,168.914716241782,-46.528077639066
"11352",4.9825,"10",11353,"11352",1,168.964510505582,-46.528077639066
