"","layer","NUMPOINTS","Lines.NR","Lines.ID","Line.NR","coords.x1","coords.x2"
"1537.1",2.28384,"3",1538,"1537",1,177.479329615463,-38.110577143156
"1537.2",2.28384,"3",1538,"1537",1,177.479329615463,-38.160384838398
"1537.3",2.28384,"3",1538,"1537",1,177.429535351663,-38.160384838398
"1537.4",2.28384,"3",1538,"1537",1,177.429535351663,-38.110577143156
"1538",2.49351,"3",1539,"1538",1,177.479329615463,-38.110577143156
"1538.1",2.49351,"3",1539,"1538",1,177.529123879264,-38.110577143156
"1538.2",2.49351,"3",1539,"1538",1,177.529123879264,-38.160384838398
"1538.3",2.49351,"3",1539,"1538",1,177.479329615463,-38.160384838398
"1538.4",2.49351,"3",1539,"1538",1,177.479329615463,-38.110577143156
"1539",2.51003,"2",1540,"1539",1,177.529123879264,-38.110577143156
"1539.1",2.51003,"2",1540,"1539",1,177.578918143064,-38.110577143156
"1539.2",2.51003,"2",1540,"1539",1,177.578918143064,-38.160384838398
"1539.3",2.51003,"2",1540,"1539",1,177.529123879264,-38.160384838398
"1539.4",2.51003,"2",1540,"1539",1,177.529123879264,-38.110577143156
"1540",2.61636,"1",1541,"1540",1,177.578918143064,-38.110577143156
"1540.1",2.61636,"1",1541,"1540",1,177.628712406865,-38.110577143156
"1540.2",2.61636,"1",1541,"1540",1,177.628712406865,-38.160384838398
"1540.3",2.61636,"1",1541,"1540",1,177.578918143064,-38.160384838398
"1540.4",2.61636,"1",1541,"1540",1,177.578918143064,-38.110577143156
"1541",2.81793,"0",1542,"1541",1,177.628712406865,-38.110577143156
"1541.1",2.81793,"0",1542,"1541",1,177.678506670665,-38.110577143156
"1541.2",2.81793,"0",1542,"1541",1,177.678506670665,-38.160384838398
"1541.3",2.81793,"0",1542,"1541",1,177.628712406865,-38.160384838398
"1541.4",2.81793,"0",1542,"1541",1,177.628712406865,-38.110577143156
"1542",2.86465,"0",1543,"1542",1,177.678506670665,-38.110577143156
"1542.1",2.86465,"0",1543,"1542",1,177.728300934466,-38.110577143156
"1542.2",2.86465,"0",1543,"1542",1,177.728300934466,-38.160384838398
"1542.3",2.86465,"0",1543,"1542",1,177.678506670665,-38.160384838398
"1542.4",2.86465,"0",1543,"1542",1,177.678506670665,-38.110577143156
"1543",2.83569,"0",1544,"1543",1,177.728300934466,-38.110577143156
"1543.1",2.83569,"0",1544,"1543",1,177.778095198266,-38.110577143156
"1543.2",2.83569,"0",1544,"1543",1,177.778095198266,-38.160384838398
"1543.3",2.83569,"0",1544,"1543",1,177.728300934466,-38.160384838398
"1543.4",2.83569,"0",1544,"1543",1,177.728300934466,-38.110577143156
"1544",2.86464,"0",1545,"1544",1,177.778095198266,-38.110577143156
"1544.1",2.86464,"0",1545,"1544",1,177.827889462067,-38.110577143156
"1544.2",2.86464,"0",1545,"1544",1,177.827889462067,-38.160384838398
"1544.3",2.86464,"0",1545,"1544",1,177.778095198266,-38.160384838398
"1544.4",2.86464,"0",1545,"1544",1,177.778095198266,-38.110577143156
"1545",3.0557,"4",1546,"1545",1,177.827889462067,-38.110577143156
"1545.1",3.0557,"4",1546,"1545",1,177.877683725867,-38.110577143156
"1545.2",3.0557,"4",1546,"1545",1,177.877683725867,-38.160384838398
"1545.3",3.0557,"4",1546,"1545",1,177.827889462067,-38.160384838398
"1545.4",3.0557,"4",1546,"1545",1,177.827889462067,-38.110577143156
"1546",3.37647,"0",1547,"1546",1,177.877683725867,-38.110577143156
"1546.1",3.37647,"0",1547,"1546",1,177.927477989668,-38.110577143156
"1546.2",3.37647,"0",1547,"1546",1,177.927477989668,-38.160384838398
"1546.3",3.37647,"0",1547,"1546",1,177.877683725867,-38.160384838398
"1546.4",3.37647,"0",1547,"1546",1,177.877683725867,-38.110577143156
"1547",3.48435,"0",1548,"1547",1,177.927477989668,-38.110577143156
"1547.1",3.48435,"0",1548,"1547",1,177.977272253468,-38.110577143156
"1547.2",3.48435,"0",1548,"1547",1,177.977272253468,-38.160384838398
"1547.3",3.48435,"0",1548,"1547",1,177.927477989668,-38.160384838398
"1547.4",3.48435,"0",1548,"1547",1,177.927477989668,-38.110577143156
"1548",3.29418,"0",1549,"1548",1,177.977272253468,-38.110577143156
"1548.1",3.29418,"0",1549,"1548",1,178.027066517269,-38.110577143156
"1548.2",3.29418,"0",1549,"1548",1,178.027066517269,-38.160384838398
"1548.3",3.29418,"0",1549,"1548",1,177.977272253468,-38.160384838398
"1548.4",3.29418,"0",1549,"1548",1,177.977272253468,-38.110577143156
"1549",2.86791,"0",1550,"1549",1,178.027066517269,-38.110577143156
"1549.1",2.86791,"0",1550,"1549",1,178.076860781069,-38.110577143156
"1549.2",2.86791,"0",1550,"1549",1,178.076860781069,-38.160384838398
"1549.3",2.86791,"0",1550,"1549",1,178.027066517269,-38.160384838398
"1549.4",2.86791,"0",1550,"1549",1,178.027066517269,-38.110577143156
"1550",2.73355,"0",1551,"1550",1,178.076860781069,-38.110577143156
"1550.1",2.73355,"0",1551,"1550",1,178.12665504487,-38.110577143156
"1550.2",2.73355,"0",1551,"1550",1,178.12665504487,-38.160384838398
"1550.3",2.73355,"0",1551,"1550",1,178.076860781069,-38.160384838398
"1550.4",2.73355,"0",1551,"1550",1,178.076860781069,-38.110577143156
"1551",2.52444,"1",1552,"1551",1,178.12665504487,-38.110577143156
"1551.1",2.52444,"1",1552,"1551",1,178.17644930867,-38.110577143156
"1551.2",2.52444,"1",1552,"1551",1,178.17644930867,-38.160384838398
"1551.3",2.52444,"1",1552,"1551",1,178.12665504487,-38.160384838398
"1551.4",2.52444,"1",1552,"1551",1,178.12665504487,-38.110577143156
"1552",2.11932,"1",1553,"1552",1,178.17644930867,-38.110577143156
"1552.1",2.11932,"1",1553,"1552",1,178.226243572471,-38.110577143156
"1552.2",2.11932,"1",1553,"1552",1,178.226243572471,-38.160384838398
"1552.3",2.11932,"1",1553,"1552",1,178.17644930867,-38.160384838398
"1552.4",2.11932,"1",1553,"1552",1,178.17644930867,-38.110577143156
"1553",2.06956,"6",1554,"1553",1,178.226243572471,-38.110577143156
"1553.1",2.06956,"6",1554,"1553",1,178.276037836271,-38.110577143156
"1553.2",2.06956,"6",1554,"1553",1,178.276037836271,-38.160384838398
"1553.3",2.06956,"6",1554,"1553",1,178.226243572471,-38.160384838398
"1553.4",2.06956,"6",1554,"1553",1,178.226243572471,-38.110577143156
"1554",1.40859,"8",1555,"1554",1,174.690850842637,-38.160384838398
"1554.1",1.40859,"8",1555,"1554",1,174.740645106437,-38.160384838398
"1554.2",1.40859,"8",1555,"1554",1,174.740645106437,-38.21019253364
"1554.3",1.40859,"8",1555,"1554",1,174.690850842637,-38.21019253364
"1554.4",1.40859,"8",1555,"1554",1,174.690850842637,-38.160384838398
"1555",1.57778,"2",1556,"1555",1,174.740645106437,-38.160384838398
"1555.1",1.57778,"2",1556,"1555",1,174.790439370238,-38.160384838398
"1555.2",1.57778,"2",1556,"1555",1,174.790439370238,-38.21019253364
"1555.3",1.57778,"2",1556,"1555",1,174.740645106437,-38.21019253364
"1555.4",1.57778,"2",1556,"1555",1,174.740645106437,-38.160384838398
"1556",1.78265,"24",1557,"1556",1,174.790439370238,-38.160384838398
"1556.1",1.78265,"24",1557,"1556",1,174.840233634038,-38.160384838398
"1556.2",1.78265,"24",1557,"1556",1,174.840233634038,-38.21019253364
"1556.3",1.78265,"24",1557,"1556",1,174.790439370238,-38.21019253364
"1556.4",1.78265,"24",1557,"1556",1,174.790439370238,-38.160384838398
"1557",2.02539,"3",1558,"1557",1,174.840233634038,-38.160384838398
"1557.1",2.02539,"3",1558,"1557",1,174.890027897839,-38.160384838398
"1557.2",2.02539,"3",1558,"1557",1,174.890027897839,-38.21019253364
"1557.3",2.02539,"3",1558,"1557",1,174.840233634038,-38.21019253364
"1557.4",2.02539,"3",1558,"1557",1,174.840233634038,-38.160384838398
"1558",2.49794,"5",1559,"1558",1,174.890027897839,-38.160384838398
"1558.1",2.49794,"5",1559,"1558",1,174.939822161639,-38.160384838398
"1558.2",2.49794,"5",1559,"1558",1,174.939822161639,-38.21019253364
"1558.3",2.49794,"5",1559,"1558",1,174.890027897839,-38.21019253364
"1558.4",2.49794,"5",1559,"1558",1,174.890027897839,-38.160384838398
"1559",2.97867,"0",1560,"1559",1,174.939822161639,-38.160384838398
"1559.1",2.97867,"0",1560,"1559",1,174.98961642544,-38.160384838398
"1559.2",2.97867,"0",1560,"1559",1,174.98961642544,-38.21019253364
"1559.3",2.97867,"0",1560,"1559",1,174.939822161639,-38.21019253364
"1559.4",2.97867,"0",1560,"1559",1,174.939822161639,-38.160384838398
"1560",2.98113,"2",1561,"1560",1,174.98961642544,-38.160384838398
"1560.1",2.98113,"2",1561,"1560",1,175.03941068924,-38.160384838398
"1560.2",2.98113,"2",1561,"1560",1,175.03941068924,-38.21019253364
"1560.3",2.98113,"2",1561,"1560",1,174.98961642544,-38.21019253364
"1560.4",2.98113,"2",1561,"1560",1,174.98961642544,-38.160384838398
"1561",2.63574,"1",1562,"1561",1,175.03941068924,-38.160384838398
"1561.1",2.63574,"1",1562,"1561",1,175.089204953041,-38.160384838398
"1561.2",2.63574,"1",1562,"1561",1,175.089204953041,-38.21019253364
"1561.3",2.63574,"1",1562,"1561",1,175.03941068924,-38.21019253364
"1561.4",2.63574,"1",1562,"1561",1,175.03941068924,-38.160384838398
"1562",2.18349,"17",1563,"1562",1,175.089204953041,-38.160384838398
"1562.1",2.18349,"17",1563,"1562",1,175.138999216841,-38.160384838398
"1562.2",2.18349,"17",1563,"1562",1,175.138999216841,-38.21019253364
"1562.3",2.18349,"17",1563,"1562",1,175.089204953041,-38.21019253364
"1562.4",2.18349,"17",1563,"1562",1,175.089204953041,-38.160384838398
"1563",2.07887,"50",1564,"1563",1,175.138999216841,-38.160384838398
"1563.1",2.07887,"50",1564,"1563",1,175.188793480642,-38.160384838398
"1563.2",2.07887,"50",1564,"1563",1,175.188793480642,-38.21019253364
"1563.3",2.07887,"50",1564,"1563",1,175.138999216841,-38.21019253364
"1563.4",2.07887,"50",1564,"1563",1,175.138999216841,-38.160384838398
"1564",2.0095,"1314",1565,"1564",1,175.188793480642,-38.160384838398
"1564.1",2.0095,"1314",1565,"1564",1,175.238587744442,-38.160384838398
"1564.2",2.0095,"1314",1565,"1564",1,175.238587744442,-38.21019253364
"1564.3",2.0095,"1314",1565,"1564",1,175.188793480642,-38.21019253364
"1564.4",2.0095,"1314",1565,"1564",1,175.188793480642,-38.160384838398
"1565",1.97456,"58",1566,"1565",1,175.238587744442,-38.160384838398
"1565.1",1.97456,"58",1566,"1565",1,175.288382008243,-38.160384838398
"1565.2",1.97456,"58",1566,"1565",1,175.288382008243,-38.21019253364
"1565.3",1.97456,"58",1566,"1565",1,175.238587744442,-38.21019253364
"1565.4",1.97456,"58",1566,"1565",1,175.238587744442,-38.160384838398
"1566",1.95639,"54",1567,"1566",1,175.288382008243,-38.160384838398
"1566.1",1.95639,"54",1567,"1566",1,175.338176272043,-38.160384838398
"1566.2",1.95639,"54",1567,"1566",1,175.338176272043,-38.21019253364
"1566.3",1.95639,"54",1567,"1566",1,175.288382008243,-38.21019253364
"1566.4",1.95639,"54",1567,"1566",1,175.288382008243,-38.160384838398
"1567",1.97897,"31",1568,"1567",1,175.338176272043,-38.160384838398
"1567.1",1.97897,"31",1568,"1567",1,175.387970535843,-38.160384838398
"1567.2",1.97897,"31",1568,"1567",1,175.387970535843,-38.21019253364
"1567.3",1.97897,"31",1568,"1567",1,175.338176272043,-38.21019253364
"1567.4",1.97897,"31",1568,"1567",1,175.338176272043,-38.160384838398
"1568",2.06644,"25",1569,"1568",1,175.387970535843,-38.160384838398
"1568.1",2.06644,"25",1569,"1568",1,175.437764799644,-38.160384838398
"1568.2",2.06644,"25",1569,"1568",1,175.437764799644,-38.21019253364
"1568.3",2.06644,"25",1569,"1568",1,175.387970535843,-38.21019253364
"1568.4",2.06644,"25",1569,"1568",1,175.387970535843,-38.160384838398
"1569",2.12472,"19",1570,"1569",1,175.437764799644,-38.160384838398
"1569.1",2.12472,"19",1570,"1569",1,175.487559063444,-38.160384838398
"1569.2",2.12472,"19",1570,"1569",1,175.487559063444,-38.21019253364
"1569.3",2.12472,"19",1570,"1569",1,175.437764799644,-38.21019253364
"1569.4",2.12472,"19",1570,"1569",1,175.437764799644,-38.160384838398
"1570",2.18169,"20",1571,"1570",1,175.487559063444,-38.160384838398
"1570.1",2.18169,"20",1571,"1570",1,175.537353327245,-38.160384838398
"1570.2",2.18169,"20",1571,"1570",1,175.537353327245,-38.21019253364
"1570.3",2.18169,"20",1571,"1570",1,175.487559063444,-38.21019253364
"1570.4",2.18169,"20",1571,"1570",1,175.487559063444,-38.160384838398
"1571",2.17737,"11",1572,"1571",1,175.537353327245,-38.160384838398
"1571.1",2.17737,"11",1572,"1571",1,175.587147591045,-38.160384838398
"1571.2",2.17737,"11",1572,"1571",1,175.587147591045,-38.21019253364
"1571.3",2.17737,"11",1572,"1571",1,175.537353327245,-38.21019253364
"1571.4",2.17737,"11",1572,"1571",1,175.537353327245,-38.160384838398
"1572",2.13315,"17",1573,"1572",1,175.587147591045,-38.160384838398
"1572.1",2.13315,"17",1573,"1572",1,175.636941854846,-38.160384838398
"1572.2",2.13315,"17",1573,"1572",1,175.636941854846,-38.21019253364
"1572.3",2.13315,"17",1573,"1572",1,175.587147591045,-38.21019253364
"1572.4",2.13315,"17",1573,"1572",1,175.587147591045,-38.160384838398
"1573",2.1114,"12",1574,"1573",1,175.636941854846,-38.160384838398
"1573.1",2.1114,"12",1574,"1573",1,175.686736118646,-38.160384838398
"1573.2",2.1114,"12",1574,"1573",1,175.686736118646,-38.21019253364
"1573.3",2.1114,"12",1574,"1573",1,175.636941854846,-38.21019253364
"1573.4",2.1114,"12",1574,"1573",1,175.636941854846,-38.160384838398
"1574",2.0977,"18",1575,"1574",1,175.686736118646,-38.160384838398
"1574.1",2.0977,"18",1575,"1574",1,175.736530382447,-38.160384838398
"1574.2",2.0977,"18",1575,"1574",1,175.736530382447,-38.21019253364
"1574.3",2.0977,"18",1575,"1574",1,175.686736118646,-38.21019253364
"1574.4",2.0977,"18",1575,"1574",1,175.686736118646,-38.160384838398
"1575",2.10454,"4",1576,"1575",1,175.736530382447,-38.160384838398
"1575.1",2.10454,"4",1576,"1575",1,175.786324646247,-38.160384838398
"1575.2",2.10454,"4",1576,"1575",1,175.786324646247,-38.21019253364
"1575.3",2.10454,"4",1576,"1575",1,175.736530382447,-38.21019253364
"1575.4",2.10454,"4",1576,"1575",1,175.736530382447,-38.160384838398
"1576",2.18125,"43",1577,"1576",1,175.786324646247,-38.160384838398
"1576.1",2.18125,"43",1577,"1576",1,175.836118910048,-38.160384838398
"1576.2",2.18125,"43",1577,"1576",1,175.836118910048,-38.21019253364
"1576.3",2.18125,"43",1577,"1576",1,175.786324646247,-38.21019253364
"1576.4",2.18125,"43",1577,"1576",1,175.786324646247,-38.160384838398
"1577",2.27282,"654",1578,"1577",1,175.836118910048,-38.160384838398
"1577.1",2.27282,"654",1578,"1577",1,175.885913173848,-38.160384838398
"1577.2",2.27282,"654",1578,"1577",1,175.885913173848,-38.21019253364
"1577.3",2.27282,"654",1578,"1577",1,175.836118910048,-38.21019253364
"1577.4",2.27282,"654",1578,"1577",1,175.836118910048,-38.160384838398
"1578",2.3343,"11",1579,"1578",1,175.885913173848,-38.160384838398
"1578.1",2.3343,"11",1579,"1578",1,175.935707437649,-38.160384838398
"1578.2",2.3343,"11",1579,"1578",1,175.935707437649,-38.21019253364
"1578.3",2.3343,"11",1579,"1578",1,175.885913173848,-38.21019253364
"1578.4",2.3343,"11",1579,"1578",1,175.885913173848,-38.160384838398
"1579",2.37536,"1",1580,"1579",1,175.935707437649,-38.160384838398
"1579.1",2.37536,"1",1580,"1579",1,175.985501701449,-38.160384838398
"1579.2",2.37536,"1",1580,"1579",1,175.985501701449,-38.21019253364
"1579.3",2.37536,"1",1580,"1579",1,175.935707437649,-38.21019253364
"1579.4",2.37536,"1",1580,"1579",1,175.935707437649,-38.160384838398
"1580",2.42926,"1",1581,"1580",1,175.985501701449,-38.160384838398
"1580.1",2.42926,"1",1581,"1580",1,176.03529596525,-38.160384838398
"1580.2",2.42926,"1",1581,"1580",1,176.03529596525,-38.21019253364
"1580.3",2.42926,"1",1581,"1580",1,175.985501701449,-38.21019253364
"1580.4",2.42926,"1",1581,"1580",1,175.985501701449,-38.160384838398
"1581",2.69596,"0",1582,"1581",1,176.03529596525,-38.160384838398
"1581.1",2.69596,"0",1582,"1581",1,176.08509022905,-38.160384838398
"1581.2",2.69596,"0",1582,"1581",1,176.08509022905,-38.21019253364
"1581.3",2.69596,"0",1582,"1581",1,176.03529596525,-38.21019253364
"1581.4",2.69596,"0",1582,"1581",1,176.03529596525,-38.160384838398
"1582",2.73286,"0",1583,"1582",1,176.08509022905,-38.160384838398
"1582.1",2.73286,"0",1583,"1582",1,176.134884492851,-38.160384838398
"1582.2",2.73286,"0",1583,"1582",1,176.134884492851,-38.21019253364
"1582.3",2.73286,"0",1583,"1582",1,176.08509022905,-38.21019253364
"1582.4",2.73286,"0",1583,"1582",1,176.08509022905,-38.160384838398
"1583",2.43304,"2",1584,"1583",1,176.134884492851,-38.160384838398
"1583.1",2.43304,"2",1584,"1583",1,176.184678756651,-38.160384838398
"1583.2",2.43304,"2",1584,"1583",1,176.184678756651,-38.21019253364
"1583.3",2.43304,"2",1584,"1583",1,176.134884492851,-38.21019253364
"1583.4",2.43304,"2",1584,"1583",1,176.134884492851,-38.160384838398
"1584",2.21729,"587",1585,"1584",1,176.184678756651,-38.160384838398
"1584.1",2.21729,"587",1585,"1584",1,176.234473020452,-38.160384838398
"1584.2",2.21729,"587",1585,"1584",1,176.234473020452,-38.21019253364
"1584.3",2.21729,"587",1585,"1584",1,176.184678756651,-38.21019253364
"1584.4",2.21729,"587",1585,"1584",1,176.184678756651,-38.160384838398
"1585",2.10212,"505",1586,"1585",1,176.234473020452,-38.160384838398
"1585.1",2.10212,"505",1586,"1585",1,176.284267284252,-38.160384838398
"1585.2",2.10212,"505",1586,"1585",1,176.284267284252,-38.21019253364
"1585.3",2.10212,"505",1586,"1585",1,176.234473020452,-38.21019253364
"1585.4",2.10212,"505",1586,"1585",1,176.234473020452,-38.160384838398
"1586",2.04257,"7",1587,"1586",1,176.284267284252,-38.160384838398
"1586.1",2.04257,"7",1587,"1586",1,176.334061548053,-38.160384838398
"1586.2",2.04257,"7",1587,"1586",1,176.334061548053,-38.21019253364
"1586.3",2.04257,"7",1587,"1586",1,176.284267284252,-38.21019253364
"1586.4",2.04257,"7",1587,"1586",1,176.284267284252,-38.160384838398
"1587",2.129,"283",1588,"1587",1,176.334061548052,-38.160384838398
"1587.1",2.129,"283",1588,"1587",1,176.383855811853,-38.160384838398
"1587.2",2.129,"283",1588,"1587",1,176.383855811853,-38.21019253364
"1587.3",2.129,"283",1588,"1587",1,176.334061548052,-38.21019253364
"1587.4",2.129,"283",1588,"1587",1,176.334061548052,-38.160384838398
"1588",2.61175,"379",1589,"1588",1,176.383855811853,-38.160384838398
"1588.1",2.61175,"379",1589,"1588",1,176.433650075653,-38.160384838398
"1588.2",2.61175,"379",1589,"1588",1,176.433650075653,-38.21019253364
"1588.3",2.61175,"379",1589,"1588",1,176.383855811853,-38.21019253364
"1588.4",2.61175,"379",1589,"1588",1,176.383855811853,-38.160384838398
"1589",2.78565,"0",1590,"1589",1,176.433650075653,-38.160384838398
"1589.1",2.78565,"0",1590,"1589",1,176.483444339454,-38.160384838398
"1589.2",2.78565,"0",1590,"1589",1,176.483444339454,-38.21019253364
"1589.3",2.78565,"0",1590,"1589",1,176.433650075653,-38.21019253364
"1589.4",2.78565,"0",1590,"1589",1,176.433650075653,-38.160384838398
"1590",2.81033,"0",1591,"1590",1,176.483444339454,-38.160384838398
"1590.1",2.81033,"0",1591,"1590",1,176.533238603254,-38.160384838398
"1590.2",2.81033,"0",1591,"1590",1,176.533238603254,-38.21019253364
"1590.3",2.81033,"0",1591,"1590",1,176.483444339454,-38.21019253364
"1590.4",2.81033,"0",1591,"1590",1,176.483444339454,-38.160384838398
"1591",2.72992,"0",1592,"1591",1,176.533238603254,-38.160384838398
"1591.1",2.72992,"0",1592,"1591",1,176.583032867055,-38.160384838398
"1591.2",2.72992,"0",1592,"1591",1,176.583032867055,-38.21019253364
"1591.3",2.72992,"0",1592,"1591",1,176.533238603254,-38.21019253364
"1591.4",2.72992,"0",1592,"1591",1,176.533238603254,-38.160384838398
"1592",2.50421,"0",1593,"1592",1,176.583032867055,-38.160384838398
"1592.1",2.50421,"0",1593,"1592",1,176.632827130855,-38.160384838398
"1592.2",2.50421,"0",1593,"1592",1,176.632827130855,-38.21019253364
"1592.3",2.50421,"0",1593,"1592",1,176.583032867055,-38.21019253364
"1592.4",2.50421,"0",1593,"1592",1,176.583032867055,-38.160384838398
"1593",2.27547,"0",1594,"1593",1,176.632827130855,-38.160384838398
"1593.1",2.27547,"0",1594,"1593",1,176.682621394656,-38.160384838398
"1593.2",2.27547,"0",1594,"1593",1,176.682621394656,-38.21019253364
"1593.3",2.27547,"0",1594,"1593",1,176.632827130855,-38.21019253364
"1593.4",2.27547,"0",1594,"1593",1,176.632827130855,-38.160384838398
"1594",2.0425,"0",1595,"1594",1,176.682621394656,-38.160384838398
"1594.1",2.0425,"0",1595,"1594",1,176.732415658456,-38.160384838398
"1594.2",2.0425,"0",1595,"1594",1,176.732415658456,-38.21019253364
"1594.3",2.0425,"0",1595,"1594",1,176.682621394656,-38.21019253364
"1594.4",2.0425,"0",1595,"1594",1,176.682621394656,-38.160384838398
"1595",2.10005,"0",1596,"1595",1,176.732415658456,-38.160384838398
"1595.1",2.10005,"0",1596,"1595",1,176.782209922257,-38.160384838398
"1595.2",2.10005,"0",1596,"1595",1,176.782209922257,-38.21019253364
"1595.3",2.10005,"0",1596,"1595",1,176.732415658456,-38.21019253364
"1595.4",2.10005,"0",1596,"1595",1,176.732415658456,-38.160384838398
"1596",1.7403,"0",1597,"1596",1,176.782209922257,-38.160384838398
"1596.1",1.7403,"0",1597,"1596",1,176.832004186057,-38.160384838398
"1596.2",1.7403,"0",1597,"1596",1,176.832004186057,-38.21019253364
"1596.3",1.7403,"0",1597,"1596",1,176.782209922257,-38.21019253364
"1596.4",1.7403,"0",1597,"1596",1,176.782209922257,-38.160384838398
"1597",1.54942,"4",1598,"1597",1,176.832004186057,-38.160384838398
"1597.1",1.54942,"4",1598,"1597",1,176.881798449858,-38.160384838398
"1597.2",1.54942,"4",1598,"1597",1,176.881798449858,-38.21019253364
"1597.3",1.54942,"4",1598,"1597",1,176.832004186057,-38.21019253364
"1597.4",1.54942,"4",1598,"1597",1,176.832004186057,-38.160384838398
"1598",1.47838,"0",1599,"1598",1,176.881798449858,-38.160384838398
"1598.1",1.47838,"0",1599,"1598",1,176.931592713658,-38.160384838398
"1598.2",1.47838,"0",1599,"1598",1,176.931592713658,-38.21019253364
"1598.3",1.47838,"0",1599,"1598",1,176.881798449858,-38.21019253364
"1598.4",1.47838,"0",1599,"1598",1,176.881798449858,-38.160384838398
"1599",1.4587,"5",1600,"1599",1,176.931592713658,-38.160384838398
"1599.1",1.4587,"5",1600,"1599",1,176.981386977459,-38.160384838398
"1599.2",1.4587,"5",1600,"1599",1,176.981386977459,-38.21019253364
"1599.3",1.4587,"5",1600,"1599",1,176.931592713658,-38.21019253364
"1599.4",1.4587,"5",1600,"1599",1,176.931592713658,-38.160384838398
"1600",1.53301,"77",1601,"1600",1,176.981386977459,-38.160384838398
"1600.1",1.53301,"77",1601,"1600",1,177.031181241259,-38.160384838398
"1600.2",1.53301,"77",1601,"1600",1,177.031181241259,-38.21019253364
"1600.3",1.53301,"77",1601,"1600",1,176.981386977459,-38.21019253364
"1600.4",1.53301,"77",1601,"1600",1,176.981386977459,-38.160384838398
"1601",1.62806,"3",1602,"1601",1,177.031181241259,-38.160384838398
"1601.1",1.62806,"3",1602,"1601",1,177.08097550506,-38.160384838398
"1601.2",1.62806,"3",1602,"1601",1,177.08097550506,-38.21019253364
"1601.3",1.62806,"3",1602,"1601",1,177.031181241259,-38.21019253364
"1601.4",1.62806,"3",1602,"1601",1,177.031181241259,-38.160384838398
"1602",1.76831,"50",1603,"1602",1,177.08097550506,-38.160384838398
"1602.1",1.76831,"50",1603,"1602",1,177.13076976886,-38.160384838398
"1602.2",1.76831,"50",1603,"1602",1,177.13076976886,-38.21019253364
"1602.3",1.76831,"50",1603,"1602",1,177.08097550506,-38.21019253364
"1602.4",1.76831,"50",1603,"1602",1,177.08097550506,-38.160384838398
"1603",1.9251,"3",1604,"1603",1,177.13076976886,-38.160384838398
"1603.1",1.9251,"3",1604,"1603",1,177.180564032661,-38.160384838398
"1603.2",1.9251,"3",1604,"1603",1,177.180564032661,-38.21019253364
"1603.3",1.9251,"3",1604,"1603",1,177.13076976886,-38.21019253364
"1603.4",1.9251,"3",1604,"1603",1,177.13076976886,-38.160384838398
"1604",2.15677,"0",1605,"1604",1,177.180564032661,-38.160384838398
"1604.1",2.15677,"0",1605,"1604",1,177.230358296461,-38.160384838398
"1604.2",2.15677,"0",1605,"1604",1,177.230358296461,-38.21019253364
"1604.3",2.15677,"0",1605,"1604",1,177.180564032661,-38.21019253364
"1604.4",2.15677,"0",1605,"1604",1,177.180564032661,-38.160384838398
"1605",2.2509,"0",1606,"1605",1,177.230358296461,-38.160384838398
"1605.1",2.2509,"0",1606,"1605",1,177.280152560262,-38.160384838398
"1605.2",2.2509,"0",1606,"1605",1,177.280152560262,-38.21019253364
"1605.3",2.2509,"0",1606,"1605",1,177.230358296461,-38.21019253364
"1605.4",2.2509,"0",1606,"1605",1,177.230358296461,-38.160384838398
"1606",2.2314,"0",1607,"1606",1,177.280152560262,-38.160384838398
"1606.1",2.2314,"0",1607,"1606",1,177.329946824062,-38.160384838398
"1606.2",2.2314,"0",1607,"1606",1,177.329946824062,-38.21019253364
"1606.3",2.2314,"0",1607,"1606",1,177.280152560262,-38.21019253364
"1606.4",2.2314,"0",1607,"1606",1,177.280152560262,-38.160384838398
"1607",2.41897,"0",1608,"1607",1,177.329946824062,-38.160384838398
"1607.1",2.41897,"0",1608,"1607",1,177.379741087862,-38.160384838398
"1607.2",2.41897,"0",1608,"1607",1,177.379741087862,-38.21019253364
"1607.3",2.41897,"0",1608,"1607",1,177.329946824062,-38.21019253364
"1607.4",2.41897,"0",1608,"1607",1,177.329946824062,-38.160384838398
"1608",2.50261,"0",1609,"1608",1,177.379741087862,-38.160384838398
"1608.1",2.50261,"0",1609,"1608",1,177.429535351663,-38.160384838398
"1608.2",2.50261,"0",1609,"1608",1,177.429535351663,-38.21019253364
"1608.3",2.50261,"0",1609,"1608",1,177.379741087862,-38.21019253364
"1608.4",2.50261,"0",1609,"1608",1,177.379741087862,-38.160384838398
"1609",2.3096,"0",1610,"1609",1,177.429535351663,-38.160384838398
"1609.1",2.3096,"0",1610,"1609",1,177.479329615463,-38.160384838398
"1609.2",2.3096,"0",1610,"1609",1,177.479329615463,-38.21019253364
"1609.3",2.3096,"0",1610,"1609",1,177.429535351663,-38.21019253364
"1609.4",2.3096,"0",1610,"1609",1,177.429535351663,-38.160384838398
"1610",2.37482,"0",1611,"1610",1,177.479329615463,-38.160384838398
"1610.1",2.37482,"0",1611,"1610",1,177.529123879264,-38.160384838398
"1610.2",2.37482,"0",1611,"1610",1,177.529123879264,-38.21019253364
"1610.3",2.37482,"0",1611,"1610",1,177.479329615463,-38.21019253364
"1610.4",2.37482,"0",1611,"1610",1,177.479329615463,-38.160384838398
"1611",2.46485,"1",1612,"1611",1,177.529123879264,-38.160384838398
"1611.1",2.46485,"1",1612,"1611",1,177.578918143064,-38.160384838398
